编号,色名,HEX,H,S,L,色相分类,冷暖属性,同类色,邻近色,互补色,分裂互补,三角色,四角色,冷暖对照,明色搭配,暗色搭配,灰调搭配,中性色搭配,主色,辅色,点缀色,主辅点缀方案,算法说明
001,乳白,#F9F4DC,50,71,92,黄色系,暖,053-蚌肉白 #F9F1DB | 098-粉白 #FBF2E3 | 099-落英淡粉 #F9E8D0,184-初桃粉红 #F6DCCE | 185-介壳淡粉红 #F7CFBA | 171-藕荷 #EDC3AE | 497-嫩菊绿 #F0F5E5,691-云峰灰 #C1C8D6 | 353-淡蓝紫 #A7A8BD | 576-绀青 #4F84FF,588-雾绡 #CDE8F9 | 597-霜华 #D0E7F9 | 602-霜色 #E8F4F8 | 368-远天蓝 #D0DFE6,600-天水碧 #AED9D4 | 680-凝脂莲青 #C6E3E1 | 313-淡牵牛紫 #D1C2D3 | 546-月华 #E0FFFF,705-松花绿 #A0D6B4 | 424-月白 #EEF7F2 | 540-梅子青 #7BC092 | 610-藕丝 #D8B0C8,597-霜华 #D0E7F9 | 588-雾绡 #CDE8F9 | 602-霜色 #E8F4F8,053-蚌肉白 #F9F1DB | 682-奶油白 #FFF8E7 | 098-粉白 #FBF2E3,038-芒果黄 #DDC871 | 039-蒿黄 #DFC243 | 003-茉莉黄 #F8DF72,350-银白 #F1F0ED | 519-珍珠灰 #E4DFD7 | 707-白色 #F8F8F8,350-银白 #F1F0ED | 550-霜白 #F2F3F4 | 351-芡食白 #E2E1E4,001-乳白 #F9F4DC,053-蚌肉白 #F9F1DB | 098-粉白 #FBF2E3,576-绀青 #4F84FF | 597-霜华 #D0E7F9,主色：001-乳白 #F9F4DC；辅色：053-蚌肉白 #F9F1DB | 098-粉白 #FBF2E3；点缀色：576-绀青 #4F84FF | 597-霜华 #D0E7F9,基于真实 742 色库；按 HSL 色相角度推导关系，再用 Lab 感知距离、明度与饱和度排序；中性色按低饱和逻辑处理
526,深灰,#81776E,28,8,47,中性色,中性,525-雁灰 #80766E | 524-夜灰 #847C74 | 523-瓦灰 #867E76,525-雁灰 #80766E | 524-夜灰 #847C74 | 523-瓦灰 #867E76,544-烟青 #708090 | 402-蝶翅蓝 #4E7CA1 | 565-绀碧 #4B6C8C,355-螺甸紫 #74759B | 448-虾壳青 #869D9D | 354-山梗紫 #61649F | 527-蓝翠竹 #4B8F8C,487-蛋白石绿 #579572 | 467-淡绿灰 #70887D | 480-淡绿 #61AC85 | 708-马尔斯绿 #3A5F4B,692-檀香紫 #8A6E8B | 544-烟青 #708090 | 402-蝶翅蓝 #4E7CA1 | 565-绀碧 #4B6C8C,558-烟褐 #8B6D5C | 673-复方甘草 #8B6E4F | 487-蛋白石绿 #579572,141-淡银灰 #C1B2A3 | 521-铅灰 #BBB5AC | 522-中灰 #A49C93,093-松鼠灰 #4F4032 | 073-鹤灰 #4A4035 | 473-长石灰 #363433,525-雁灰 #80766E | 524-夜灰 #847C74 | 523-瓦灰 #867E76,525-雁灰 #80766E | 417-嫩灰 #74787A | 452-垩灰 #737C7B,526-深灰 #81776E,525-雁灰 #80766E | 524-夜灰 #847C74,402-蝶翅蓝 #4E7CA1 | 565-绀碧 #4B6C8C,主色：526-深灰 #81776E；辅色：525-雁灰 #80766E | 524-夜灰 #847C74；点缀色：402-蝶翅蓝 #4E7CA1 | 565-绀碧 #4B6C8C,基于真实 742 色库；按 HSL 色相角度推导关系，再用 Lab 感知距离、明度与饱和度排序；中性色按低饱和逻辑处理
527,蓝翠竹,#4B8F8C,177,31,43,青色系,冷,654-玉青 #4A9D9C | 464-亚丁绿 #428675 | 617-青组缨 #3B7C7F,402-蝶翅蓝 #4E7CA1 | 487-蛋白石绿 #579572 | 605-黛绿 #3B7A57 | 484-蟾绿 #3C9566,253-烟红 #894E54 | 243-满江红 #A7535A | 627-醋 #8A3A3A,658-帝王紫 #7B3F61 | 144-银灰 #918072 | 673-复方甘草 #8B6E4F | 631-银褐 #A88A6F,320-桔梗紫 #813C85 | 692-檀香紫 #8A6E8B | 534-烟紫 #704A70 | 046-草灰绿 #8E804B,253-烟红 #894E54 | 243-满江红 #A7535A | 627-醋 #8A3A3A | 234-貂紫 #5D3131,253-烟红 #894E54 | 160-中红灰 #8B614D | 673-复方甘草 #8B6E4F,575-露碧 #A0D8D8 | 581-缥碧 #7AB9C1 | 431-石绿 #57C3C2,713-鸦青色 #2F4F4F | 471-苍绿 #223E36 | 472-深海绿 #1A3B32,453-夏云灰 #617172 | 452-垩灰 #737C7B | 417-嫩灰 #74787A,453-夏云灰 #617172 | 452-垩灰 #737C7B | 359-锌灰 #7A7374,527-蓝翠竹 #4B8F8C,654-玉青 #4A9D9C | 464-亚丁绿 #428675,627-醋 #8A3A3A | 243-满江红 #A7535A,主色：527-蓝翠竹 #4B8F8C；辅色：654-玉青 #4A9D9C | 464-亚丁绿 #428675；点缀色：627-醋 #8A3A3A | 243-满江红 #A7535A,基于真实 742 色库；按 HSL 色相角度推导关系，再用 Lab 感知距离、明度与饱和度排序；中性色按低饱和逻辑处理
528,云青灰,#8A9A9C,187,8,58,中性色,中性,448-虾壳青 #869D9D | 466-明灰 #8A988E | 690-高级灰 #9C9CA4,448-虾壳青 #869D9D | 466-明灰 #8A988E | 690-高级灰 #9C9CA4,655-暖灰 #B7A8A5 | 328-芦穗灰 #BDAEAD | 583-檀褐 #8E443D,521-铅灰 #BBB5AC | 522-中灰 #A49C93 | 722-杏子阴 #B8A996 | 329-隐红灰 #B598A1,314-凤信紫 #C8ADC4 | 692-檀香紫 #8A6E8B | 503-海沬绿 #E2E7BF | 668-丁香紫 #C8A2C8,721-藕荷色 #B5A0C2 | 655-暖灰 #B7A8A5 | 328-芦穗灰 #BDAEAD | 506-水绿 #8CC269,446-闪蓝 #7CABB1 | 662-烟蓝 #7BA4B8 | 068-尘灰 #B6A476,411-鸥蓝 #C7D2D4 | 536-月白天青 #C6D7DB | 674-天际灰 #C8D3D7,453-夏云灰 #617172 | 455-黄昏灰 #474B4C | 617-青组缨 #3B7C7F,448-虾壳青 #869D9D | 466-明灰 #8A988E | 417-嫩灰 #74787A,448-虾壳青 #869D9D | 466-明灰 #8A988E | 522-中灰 #A49C93,528-云青灰 #8A9A9C,448-虾壳青 #869D9D | 466-明灰 #8A988E,583-檀褐 #8E443D | 068-尘灰 #B6A476,主色：528-云青灰 #8A9A9C；辅色：448-虾壳青 #869D9D | 466-明灰 #8A988E；点缀色：583-檀褐 #8E443D | 068-尘灰 #B6A476,基于真实 742 色库；按 HSL 色相角度推导关系，再用 Lab 感知距离、明度与饱和度排序；中性色按低饱和逻辑处理
529,黑,#000000,0,0,0,中性色,中性,555-玄黑 #0E100F | 619-玄色 #1A1A1A | 656-墨色 #1D1B1C,555-玄黑 #0E100F | 619-玄色 #1A1A1A | 656-墨色 #1D1B1C,713-鸦青色 #2F4F4F | 453-夏云灰 #617172 | 448-虾壳青 #869D9D,474-苷蓝绿 #1F2623 | 635-青骊 #2E3439 | 496-云杉绿 #15231B | 421-鸽蓝 #1C2938,514-油绿 #253D24 | 360-野葡萄紫 #302F4B | 364-晶石紫 #1F2040 | 405-牛角灰 #2D2E36,713-鸦青色 #2F4F4F | 453-夏云灰 #617172 | 448-虾壳青 #869D9D | 617-青组缨 #3B7C7F,349-深牵牛紫 #1C0D1A | 736-墨黑 #0F1A20 | 348-乌梅紫 #1E131D,548-墨韵黑 #2E2E2E | 638-緇 #3B3131 | 614-缁 #2C2C2C,555-玄黑 #0E100F | 619-玄色 #1A1A1A | 656-墨色 #1D1B1C,619-玄色 #1A1A1A | 614-缁 #2C2C2C | 656-墨色 #1D1B1C,555-玄黑 #0E100F | 619-玄色 #1A1A1A | 656-墨色 #1D1B1C,529-黑 #000000,555-玄黑 #0E100F | 619-玄色 #1A1A1A,713-鸦青色 #2F4F4F | 448-虾壳青 #869D9D,主色：529-黑 #000000；辅色：555-玄黑 #0E100F | 619-玄色 #1A1A1A；点缀色：713-鸦青色 #2F4F4F | 448-虾壳青 #869D9D,基于真实 742 色库；按 HSL 色相角度推导关系，再用 Lab 感知距离、明度与饱和度排序；中性色按低饱和逻辑处理
530,普鲁士蓝,#003152,204,100,16,蓝色系,冷,741-青黛 #1A3A5F | 416-鷃蓝 #144A74 | 549-夜筵青 #1D3F5A,434-美蝶绿 #12AA9C | 364-晶石紫 #1F2040 | 405-牛角灰 #2D2E36 | 358-满天星紫 #2E317C,689-木色 #8B4513 | 114-古铜褐 #5C3719 | 148-芒果棕 #954416,246-酱紫 #4D1018 | 257-金鱼紫 #500A16 | 255-殷红 #82111F | 237-葡萄酱紫 #5A1216,345-龙睛鱼紫 #4E2A40 | 330-苋菜紫 #9B1E64 | 346-荸荠紫 #411C35 | 344-紫灰 #5D3F51,689-木色 #8B4513 | 114-古铜褐 #5C3719 | 148-芒果棕 #954416 | 648-缁絇繶纯 #2E2014,257-金鱼紫 #500A16 | 280-石竹紫 #63071C | 246-酱紫 #4D1018,387-牵牛花蓝 #1177B0 | 383-柏林蓝 #126BAE | 382-天蓝 #1677B3,529-黑 #000000 | 741-青黛 #1A3A5F | 533-黛蓝 #2A3C5C,635-青骊 #2E3439 | 405-牛角灰 #2D2E36 | 420-青灰 #2B333E,645-缁带 #2E2A2D | 685-芝麻黑 #2E292B | 614-缁 #2C2C2C,530-普鲁士蓝 #003152,416-鷃蓝 #144A74 | 741-青黛 #1A3A5F,148-芒果棕 #954416 | 689-木色 #8B4513,主色：530-普鲁士蓝 #003152；辅色：416-鷃蓝 #144A74 | 741-青黛 #1A3A5F；点缀色：148-芒果棕 #954416 | 689-木色 #8B4513,基于真实 742 色库；按 HSL 色相角度推导关系，再用 Lab 感知距离、明度与饱和度排序；中性色按低饱和逻辑处理
531,山岚,#B2C9B2,120,18,74,绿色系,冷,574-缥缃 #A4C2A8 | 476-淡翠绿 #C6DFC8 | 499-嘉陵水绿 #ADD5A2,458-玉簪绿 #A4CAB6 | 683-浅豆绿 #B2C8A0 | 483-艾绿 #CAD3C3 | 460-草原远绿 #9ABEAF,668-丁香紫 #C8A2C8 | 723-浅苋菜紫 #D8BFD8 | 678-粉紫藤萝 #D8B0D8,590-霜紫 #B8A5D2 | 310-丁香淡紫 #E9D7DF | 327-樱草紫 #C06F98 | 721-藕荷色 #B5A0C2,670-灰粉 #D8B0B0 | 353-淡蓝紫 #A7A8BD | 355-螺甸紫 #74759B | 639-纁裳 #D46A6A,141-淡银灰 #C1B2A3 | 731-藕丝秋 #D9C6B3 | 668-丁香紫 #C8A2C8 | 723-浅苋菜紫 #D8BFD8,335-淡青紫 #E0C8D1 | 670-灰粉 #D8B0B0 | 310-丁香淡紫 #E9D7DF,424-月白 #EEF7F2 | 498-艾背绿 #DFECD5 | 679-白雪藤 #E8F4F0,501-鲜绿 #43B244 | 500-玉髓绿 #41B349 | 489-瓦松绿 #6E8B74,413-月影白 #C0C4C3 | 447-冰山蓝 #A4ACA7 | 414-星灰 #B2BBBE,413-月影白 #C0C4C3 | 414-星灰 #B2BBBE | 521-铅灰 #BBB5AC,531-山岚 #B2C9B2,574-缥缃 #A4C2A8 | 458-玉簪绿 #A4CAB6,678-粉紫藤萝 #D8B0D8 | 327-樱草紫 #C06F98,主色：531-山岚 #B2C9B2；辅色：574-缥缃 #A4C2A8 | 458-玉簪绿 #A4CAB6；点缀色：678-粉紫藤萝 #D8B0D8 | 327-樱草紫 #C06F98,基于真实 742 色库；按 HSL 色相角度推导关系，再用 Lab 感知距离、明度与饱和度排序；中性色按低饱和逻辑处理
532,綟绶,#6B8E23,80,60,35,绿色系,冷,513-鹦鹉绿 #5BAE23 | 510-芽绿 #96C24E | 652-官绿 #7AA35A,047-苔绿 #887322 | 048-碧螺春绿 #867018 | 051-潭水绿 #645822 | 052-橄榄绿 #5E5314,318-槿紫 #806D9E | 317-藤萝紫 #8076A3 | 590-霜紫 #B8A5D2,573-烟萦紫 #8A4B9C | 545-苍碧 #2A52BE | 358-满天星紫 #2E317C | 320-桔梗紫 #813C85,591-缥青 #2B5F7C | 410-釉蓝 #1781B5 | 623-黛青山 #2E5A6F | 381-宝石蓝 #2486B9,254-暗紫苑红 #82202B | 441-蓝绿 #12A182 | 279-甘蔗紫 #621624 | 608-朱墙 #C41E3A,288-菜头紫 #951C48 | 254-暗紫苑红 #82202B | 162-淡豆沙 #873D24,726-莺儿 #A8D865 | 510-芽绿 #96C24E | 509-苹果绿 #BACF65,494-蒽油绿 #373834 | 052-橄榄绿 #5E5314 | 568-松墨 #2E4B26,491-田螺绿 #5E665B | 049-燕羽灰 #685E48 | 050-蟹壳灰 #695E45,492-白屈菜绿 #485B4D | 491-田螺绿 #5E665B | 469-狼烟灰 #5D655F,532-綟绶 #6B8E23,047-苔绿 #887322 | 513-鹦鹉绿 #5BAE23,358-满天星紫 #2E317C | 590-霜紫 #B8A5D2,主色：532-綟绶 #6B8E23；辅色：047-苔绿 #887322 | 513-鹦鹉绿 #5BAE23；点缀色：358-满天星紫 #2E317C | 590-霜紫 #B8A5D2,基于真实 742 色库；按 HSL 色相角度推导关系，再用 Lab 感知距离、明度与饱和度排序；中性色按低饱和逻辑处理
533,黛蓝,#2A3C5C,218,37,26,蓝色系,冷,556-黛青 #2A475F | 628-玄青 #2B3A4F | 741-青黛 #1A3A5F,450-蜻蜓蓝 #3B818C | 363-暗龙胆紫 #22202E | 365-暗蓝紫 #131124 | 360-野葡萄紫 #302F4B,090-苍黄 #806332 | 091-莱阳梨黄 #815F25 | 095-蟹壳绿 #513C20,180-玫瑰灰 #4B2E2B | 196-暗驼棕 #592620 | 181-火山棕 #482522 | 178-橡树棕 #773D31,302-海象紫 #4B1E2F | 292-檀紫 #381924 | 291-磨石紫 #382129 | 289-鹞冠紫 #621D34,349-深牵牛紫 #1C0D1A | 090-苍黄 #806332 | 091-莱阳梨黄 #815F25 | 321-魏紫 #7E1671,094-橄榄灰 #503E2A | 074-淡松烟 #4D4030 | 093-松鼠灰 #4F4032,567-霜蓝 #4A6FA6 | 711-湘蓝 #4A76A8 | 402-蝶翅蓝 #4E7CA1,406-燕颔蓝 #131824 | 396-钢蓝 #0F1423 | 422-钢青 #142334,419-瓦罐灰 #47484C | 455-黄昏灰 #474B4C | 554-鸦青 #424B50,361-剑锋紫 #3E3841 | 693-松烟墨 #3B3A3E | 554-鸦青 #424B50,533-黛蓝 #2A3C5C,556-黛青 #2A475F | 628-玄青 #2B3A4F,090-苍黄 #806332 | 091-莱阳梨黄 #815F25,主色：533-黛蓝 #2A3C5C；辅色：556-黛青 #2A475F | 628-玄青 #2B3A4F；点缀色：090-苍黄 #806332 | 091-莱阳梨黄 #815F25,基于真实 742 色库；按 HSL 色相角度推导关系，再用 Lab 感知距离、明度与饱和度排序；中性色按低饱和逻辑处理
534,烟紫,#704A70,300,20,36,紫色系,冷,341-芓紫 #894276 | 692-檀香紫 #8A6E8B | 320-桔梗紫 #813C85,658-帝王紫 #7B3F61 | 344-紫灰 #5D3F51 | 347-古鼎灰 #36292F | 327-樱草紫 #C06F98,559-柳苍 #3E6A3D | 681-焦绿 #3B5F3A | 514-油绿 #253D24,708-马尔斯绿 #3A5F4B | 650-青絇繶纯 #3B7A5D | 605-黛绿 #3B7A57 | 481-葱绿 #40A070,713-鸦青色 #2F4F4F | 617-青组缨 #3B7C7F | 654-玉青 #4A9D9C | 527-蓝翠竹 #4B8F8C,565-绀碧 #4B6C8C | 734-石青 #2E5D8C | 559-柳苍 #3E6A3D | 093-松鼠灰 #4F4032,049-燕羽灰 #685E48 | 050-蟹壳灰 #695E45 | 089-龟背黄 #826B48,692-檀香紫 #8A6E8B | 668-丁香紫 #C8A2C8 | 723-浅苋菜紫 #D8BFD8,348-乌梅紫 #1E131D | 349-深牵牛紫 #1C0D1A | 645-缁带 #2E2A2D,692-檀香紫 #8A6E8B | 361-剑锋紫 #3E3841 | 392-鱼尾灰 #5E616D,392-鱼尾灰 #5E616D | 469-狼烟灰 #5D655F | 491-田螺绿 #5E665B,534-烟紫 #704A70,344-紫灰 #5D3F51 | 658-帝王紫 #7B3F61,481-葱绿 #40A070 | 559-柳苍 #3E6A3D,主色：534-烟紫 #704A70；辅色：344-紫灰 #5D3F51 | 658-帝王紫 #7B3F61；点缀色：481-葱绿 #40A070 | 559-柳苍 #3E6A3D,基于真实 742 色库；按 HSL 色相角度推导关系，再用 Lab 感知距离、明度与饱和度排序；中性色按低饱和逻辑处理
535,暮山紫,#6E4D7E,280,24,40,紫色系,冷,319-蕈紫 #815C94 | 620-黛紫 #5D3A6F | 573-烟萦紫 #8A4B9C,341-芓紫 #894276 | 317-藤萝紫 #8076A3 | 339-芥花紫 #983680 | 363-暗龙胆紫 #22202E,718-荠麦绿 #8DB67A | 652-官绿 #7AA35A | 513-鹦鹉绿 #5BAE23,489-瓦松绿 #6E8B74 | 582-荷绿 #4A7856 | 492-白屈菜绿 #485B4D | 574-缥缃 #A4C2A8,049-燕羽灰 #685E48 | 468-飞泉绿 #497568 | 050-蟹壳灰 #695E45 | 089-龟背黄 #826B48,178-橡树棕 #773D31 | 450-蜻蜓蓝 #3B818C | 449-晚波蓝 #648E93 | 560-蟹壳青 #86A1A7,089-龟背黄 #826B48 | 636-荞麦棕 #8B6D47 | 046-草灰绿 #8E804B,721-藕荷色 #B5A0C2 | 318-槿紫 #806D9E | 590-霜紫 #B8A5D2,361-剑锋紫 #3E3841 | 348-乌梅紫 #1E131D | 362-龙葵紫 #322F3B,392-鱼尾灰 #5E616D | 692-檀香紫 #8A6E8B | 361-剑锋紫 #3E3841,392-鱼尾灰 #5E616D | 453-夏云灰 #617172 | 469-狼烟灰 #5D655F,535-暮山紫 #6E4D7E,319-蕈紫 #815C94 | 341-芓紫 #894276,513-鹦鹉绿 #5BAE23 | 718-荠麦绿 #8DB67A,主色：535-暮山紫 #6E4D7E；辅色：319-蕈紫 #815C94 | 341-芓紫 #894276；点缀色：513-鹦鹉绿 #5BAE23 | 718-荠麦绿 #8DB67A,基于真实 742 色库；按 HSL 色相角度推导关系，再用 Lab 感知距离、明度与饱和度排序；中性色按低饱和逻辑处理
536,月白天青,#C6D7DB,191,23,82,青色系,冷,408-井天蓝 #C3D7DF | 442-穹灰 #C4D7D6 | 674-天际灰 #C8D3D7,691-云峰灰 #C1C8D6 | 679-白雪藤 #E8F4F0 | 630-竹月 #BCE5D6 | 572-霜青 #7CB9A8,334-淡藤萝紫 #F2E7E5 | 199-洋水仙红 #F4C7BA | 122-桃红 #F0ADA0,335-淡青紫 #E0C8D1 | 669-烟粉 #E4B5C4 | 519-珍珠灰 #E4DFD7 | 087-百灵鸟灰 #B4A992,314-凤信紫 #C8ADC4 | 503-海沬绿 #E2E7BF | 504-姚黄 #D0DEAA | 723-浅苋菜紫 #D8BFD8,580-松花 #B6D7A8 | 334-淡藤萝紫 #F2E7E5 | 718-荠麦绿 #8DB67A | 721-藕荷色 #B5A0C2,325-蓟粉红 #E6D2D5 | 335-淡青紫 #E0C8D1 | 699-杏子灰 #D9CBB8,602-霜色 #E8F4F8 | 550-霜白 #F2F3F4 | 546-月华 #E0FFFF,560-蟹壳青 #86A1A7 | 446-闪蓝 #7CABB1 | 666-雾霾蓝 #7BA0A5,390-银鱼白 #CDD1D3 | 400-大理石灰 #C4CBCF | 413-月影白 #C0C4C3,390-银鱼白 #CDD1D3 | 411-鸥蓝 #C7D2D4 | 352-远山紫 #CCCCD6,536-月白天青 #C6D7DB,442-穹灰 #C4D7D6 | 408-井天蓝 #C3D7DF,122-桃红 #F0ADA0 | 199-洋水仙红 #F4C7BA,主色：536-月白天青 #C6D7DB；辅色：442-穹灰 #C4D7D6 | 408-井天蓝 #C3D7DF；点缀色：122-桃红 #F0ADA0 | 199-洋水仙红 #F4C7BA,基于真实 742 色库；按 HSL 色相角度推导关系，再用 Lab 感知距离、明度与饱和度排序；中性色按低饱和逻辑处理
537,翠微,#3CB371,147,50,47,绿色系,冷,740-翠青 #2AAE6F | 438-蛙绿 #45B787 | 594-莹翠 #3EB489,502-宝石绿 #41AE3C | 527-蓝翠竹 #4B8F8C | 501-鲜绿 #43B244 | 431-石绿 #57C3C2,316-玫瑰紫 #BA2F7B | 326-电气石红 #C35691 | 324-龙须红 #CC5595,241-玉红 #C04851 | 629-霜叶红 #C73B44 | 243-满江红 #A7535A | 624-银红 #C74A4D,142-淡赭 #BE7E4A | 601-檀色 #A65F2E | 138-鹿皮褐 #D99156 | 642-皮弁 #8B5D33,316-玫瑰紫 #BA2F7B | 326-电气石红 #C35691 | 354-山梗紫 #61649F | 324-龙须红 #CC5595,301-洋葱紫 #A8456B | 720-胭脂泪 #9D4E5C | 277-锦葵红 #BF3553,458-玉簪绿 #A4CAB6 | 705-松花绿 #A0D6B4 | 433-粉绿 #83CBAC,490-荷叶绿 #1A6840 | 488-薄荷绿 #207F4C | 593-墨玉 #2E4B3A,467-淡绿灰 #70887D | 452-垩灰 #737C7B | 487-蛋白石绿 #579572,489-瓦松绿 #6E8B74 | 452-垩灰 #737C7B | 467-淡绿灰 #70887D,537-翠微 #3CB371,594-莹翠 #3EB489 | 438-蛙绿 #45B787,326-电气石红 #C35691 | 316-玫瑰紫 #BA2F7B,主色：537-翠微 #3CB371；辅色：594-莹翠 #3EB489 | 438-蛙绿 #45B787；点缀色：326-电气石红 #C35691 | 316-玫瑰紫 #BA2F7B,基于真实 742 色库；按 HSL 色相角度推导关系，再用 Lab 感知距离、明度与饱和度排序；中性色按低饱和逻辑处理
538,紫云,#A020F0,277,87,53,紫色系,冷,696-靛蓝 #4B0082 | 573-烟萦紫 #8A4B9C | 677-浅紫藤萝 #D1B3FF,321-魏紫 #7E1671 | 676-紫藤萝 #9B8AE8 | 339-芥花紫 #983680 | 317-藤萝紫 #8076A3,513-鹦鹉绿 #5BAE23 | 506-水绿 #8CC269 | 652-官绿 #7AA35A,512-橄榄黄绿 #BEC936 | 687-柠檬绿 #CCFF00 | 508-槐花黄绿 #D2D97A | 500-玉髓绿 #41B349,027-淡橘橙 #FBA414 | 102-金叶黄 #FFA60F | 028-枇杷黄 #FCA106 | 108-风帆黄 #DC9123,212-胭脂红 #F03F24 | 217-萝卜红 #F13C22 | 201-苹果红 #F15642 | 203-桂红 #F25A47,031-杏黄 #F28E16 | 130-蜻蜓红 #F1441D | 137-金黄 #F26B1F,677-浅紫藤萝 #D1B3FF | 721-藕荷色 #B5A0C2 | 590-霜紫 #B8A5D2,696-靛蓝 #4B0082 | 620-黛紫 #5D3A6F | 535-暮山紫 #6E4D7E,318-槿紫 #806D9E | 692-檀香紫 #8A6E8B | 319-蕈紫 #815C94,692-檀香紫 #8A6E8B | 706-灰色 #8A8A8A | 544-烟青 #708090,538-紫云 #A020F0,696-靛蓝 #4B0082 | 676-紫藤萝 #9B8AE8,506-水绿 #8CC269 | 513-鹦鹉绿 #5BAE23,主色：538-紫云 #A020F0；辅色：696-靛蓝 #4B0082 | 676-紫藤萝 #9B8AE8；点缀色：506-水绿 #8CC269 | 513-鹦鹉绿 #5BAE23,基于真实 742 色库；按 HSL 色相角度推导关系，再用 Lab 感知距离、明度与饱和度排序；中性色按低饱和逻辑处理
539,青霜,#4682B4,207,44,49,蓝色系,冷,711-湘蓝 #4A76A8 | 402-蝶翅蓝 #4E7CA1 | 567-霜蓝 #4A6FA6,354-山梗紫 #61649F | 527-蓝翠竹 #4B8F8C | 654-玉青 #4A9D9C | 431-石绿 #57C3C2,142-淡赭 #BE7E4A | 144-银灰 #918072 | 631-银褐 #A88A6F,241-玉红 #C04851 | 243-满江红 #A7535A | 629-霜叶红 #C73B44 | 624-银红 #C74A4D,326-电气石红 #C35691 | 316-玫瑰紫 #BA2F7B | 324-龙须红 #CC5595 | 658-帝王紫 #7B3F61,142-淡赭 #BE7E4A | 320-桔梗紫 #813C85 | 502-宝石绿 #41AE3C | 692-檀香紫 #8A6E8B,176-火泥棕 #AA6A4C | 142-淡赭 #BE7E4A | 144-银灰 #918072,369-星蓝 #93B5CF | 579-缥色 #A8C9E4 | 398-晴山蓝 #8FB2C9,556-黛青 #2A475F | 549-夜筵青 #1D3F5A | 741-青黛 #1A3A5F,417-嫩灰 #74787A | 544-烟青 #708090 | 566-月蓝 #6B8E99,544-烟青 #708090 | 692-檀香紫 #8A6E8B | 467-淡绿灰 #70887D,539-青霜 #4682B4,711-湘蓝 #4A76A8 | 567-霜蓝 #4A6FA6,142-淡赭 #BE7E4A | 176-火泥棕 #AA6A4C,主色：539-青霜 #4682B4；辅色：711-湘蓝 #4A76A8 | 567-霜蓝 #4A6FA6；点缀色：142-淡赭 #BE7E4A | 176-火泥棕 #AA6A4C,基于真实 742 色库；按 HSL 色相角度推导关系，再用 Lab 感知距离、明度与饱和度排序；中性色按低饱和逻辑处理
540,梅子青,#7BC092,140,35,62,绿色系,冷,478-田园绿 #68B88E | 586-湖绿 #70C8A4 | 435-毛绿 #66C18C,499-嘉陵水绿 #ADD5A2 | 600-天水碧 #AED9D4 | 572-霜青 #7CB9A8 | 718-荠麦绿 #8DB67A,315-萝兰紫 #C08EAF | 336-青蛤壳紫 #BC84A8 | 337-豆蔻紫 #AD6598,276-山黎豆红 #C27C88 | 703-茜裙 #C75A6B | 720-胭脂泪 #9D4E5C | 738-胭脂晕 #C94A5E,192-淡玫瑰灰 #B89485 | 660-灰橙色 #C48A69 | 612-浅栗棕 #C8A58E | 176-火泥棕 #AA6A4C,551-秋香 #C3B787 | 315-萝兰紫 #C08EAF | 336-青蛤壳紫 #BC84A8 | 045-淡灰绿 #AD9E5F,276-山黎豆红 #C27C88 | 327-樱草紫 #C06F98 | 300-酢酱草红 #C5708B,432-竹篁绿 #B9DEC9 | 705-松花绿 #A0D6B4 | 424-月白 #EEF7F2,582-荷绿 #4A7856 | 605-黛绿 #3B7A57 | 688-青绿 #2E8B57,447-冰山蓝 #A4ACA7 | 466-明灰 #8A988E | 486-松霜绿 #83A78D,465-镍灰 #9FA39A | 522-中灰 #A49C93 | 690-高级灰 #9C9CA4,540-梅子青 #7BC092,478-田园绿 #68B88E | 586-湖绿 #70C8A4,327-樱草紫 #C06F98 | 337-豆蔻紫 #AD6598,主色：540-梅子青 #7BC092；辅色：478-田园绿 #68B88E | 586-湖绿 #70C8A4；点缀色：327-樱草紫 #C06F98 | 337-豆蔻紫 #AD6598,基于真实 742 色库；按 HSL 色相角度推导关系，再用 Lab 感知距离、明度与饱和度排序；中性色按低饱和逻辑处理
